Timestamp,Please indicate whether or not you consent to participate,Do you answer Stack Overflow questions related to object-oriented programming (preferably Java)? ,How many years of experience do you have in object-oriented programming (preferably Java)?,Profession,Year(s) of experience in software development,What is your account age (in year) in Stack Overflow?,How many questions have you answered in Stack Overflow?,Reproducibility status,Did you find the following challenges? [Class/Interface/Method not found],Did you find the following challenges? [Important part of code missing],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,Did you find the following challenges? [External library not found],Did you find the following challenges? [Identifier/Object type not found],Did you find the following challenges? [Too short code snippet],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,Did you find the following challenges?  [Class/Interface/Method not found],Did you find the following challenges?  [Database/File/UI dependency],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,"Did you find the following challenge?  [Outdated code (e.g., AudioStream / AudioPlayer class is outdated) ]",Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,What are the impacts on the reproducibility challenges to answer a question? [Class/Interface/Method not found],What are the impacts on the reproducibility challenges to answer a question? [Important part of code missing],What are the impacts on the reproducibility challenges to answer a question? [External library not found],What are the impacts on the reproducibility challenges to answer a question? [Identifier/Object type not found],What are the impacts on the reproducibility challenges to answer a question? [Too short code snippet],What are the impacts on the reproducibility challenges to answer a question? [Database/File/UI dependency],What are the impacts on the reproducibility challenges to answer a question? [Outdated code],Please provide the rationale for your selections above in a couple of sentences,"Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [First choice]","Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [Second choice]","Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [Third choice]",What kind of tool support do you need to assist with these reproducibility challenges? ,How do you agree with the following options? [A tool that suggests users improve the code examples to support reproducibility],How do you agree with the following options? [A tool that warns users about reproducibility challenges that are severe or may block the reproducibility],"How do you agree with the following options? [An IDE (e.g., Eclipse) plugin support reproducibility]",How do you agree with the following options? [A browser plugin to support reproducibility],How do you agree with the following options? [A website that guides users to improve reproducibility],How do you agree with the following options? [A static analyzer that examines code segments to find reproducibility challenges]
2020/07/10 11:30:49 PM CDT,I consent to participate in the study,Yes,2 or less,Student,05-Mar,05-Mar,10-Jan,I cannot reproduce the issue,Yes,Yes,I have no idea about the functionality of the class.,It is same as the code in question as I can not reproduce. ,,,,10,6,8,7,6,8,I cannot reproduce the issue,Yes,Yes,No,I have no idea about the problem discussed and also can not reproduce the error. ,It is same as the code in question as I can not reproduce. ,,,,8,7,6,8,9,10,I cannot reproduce the issue,Yes,Yes,I get error and can not write the missing files.,It is same as the code in question as I can not reproduce. ,,,,9,8,7,6,2,4,I cannot reproduce the issue,No,I can not import the missing library,It is same as the code in question as I can not reproduce. ,,,,1,2,4,5,7,8,Moderate,Blocker,Severe,Blocker,No opinion,No opinion,No opinion,Producing missing classes are hard so they are my first concern.,C1,C3,C2,Automatically suggest the missing files and external missing libraries.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2020/07/11 12:09:12 PM CDT,I consent to participate in the study,Yes,2 or less,Teaching,05-Mar,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
    Game g = new Game();
    g.playGame();
}
public void playGame(){
// rest of code
}",,,,6,6,6,6,6,6,I cannot reproduce the issue,Yes,Yes,Yes,," poxml = XMLType(rs.getOPAQUE(0));
",,,,5,5,6,6,5,6,I cannot reproduce the issue,Yes,No,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,5,5,5,5,5,5,I cannot reproduce the issue,Yes,,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,4,5,5,4,5,5,Severe,Moderate,Severe,Severe,Severe,Severe,No opinion,None,C3,C4,C5,"automated libary, questionaire etc",Neutral,Neutral,Agree,Agree,Strongly agree,Strongly agree
2020/07/11 2:20:12 PM CDT,I consent to participate in the study,Yes,2 or less,Software Engineer(SQA),2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
    Game g = new Game();
    g.playGame();
}",,,,9,5,6,6,6,8,I cannot reproduce the issue,Yes,Yes,Yes,, poxml = XMLType(rs.getOPAQUE(1));,,,,8,5,6,6,5,8,I cannot reproduce the issue,Yes,Yes,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,9,7,6,6,7,9,I cannot reproduce the issue,No,,"
public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,8,5,5,6,7,8,Moderate,Moderate,Not a problem,Blocker,Moderate,No opinion,Not a problem,"I can say if these are included(Class/Interface/Method not found,Important part of code missing, too short code etc) then it would be easier for a developer to give solutions properly. Too short code is really  irritating.",C5,C2,C1,A type of tool that will suggest that this code is too short to understand or depending on the type of question is asked!,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
2020/07/11 3:27:55 AM CDT,I consent to participate in the study,Yes,05-Mar,Student,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public class Game{

     public static void main(String []args){
        public void restart(){
           Game g = new Game();
           g.playGame();
        }
     }
}",,,,4,3,3,6,8,4,I cannot reproduce the issue,Yes,Yes,Yes,import module,"import oracle.xdb.XMLType;
public class Game{

     public static void main(String []args){
       poxml = XMLType(rs.getOPAQUE(1));
        }
     }
}",,,,4,3,3,6,8,5,I cannot reproduce the issue,Yes,Yes,,"public class Game{

     public static void main(String []args){
       final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
        }
     }
}",,,,5,4,4,6,8,5,I cannot reproduce the issue,Yes,,"import sun.audio.*;
import java.io.*;
public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,6,6,6,6,9,6,Moderate,Severe,Moderate,Moderate,Blocker,Severe,No opinion,If the code snippet has no class or main method or external library declaration then it is not a major problem to reproduce. But when important part of codes are missing and no definition for used member functions then it might be a severe problem for reproducing issues. Also outdated code create java version problem which created mental and physical stress. ,C2,C5,C7,A tool that has capability to reproduce code fragments based on programming methodology and find the missing portions ,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral
2020/07/11 4:02:37 PM CDT,I consent to participate in the study,Yes,2 or less,teacher,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,"In the given code since the method playGame() has missing it's body description that's a reason of failing reproduction of this code. We don't have any idea about the body statements and also the attributes which have been used regarding this method  so, we can't find why this method is not working for the purpose it has been designed.","public class Main
{
	public static void main(String[] args) {
	
		public void restart(){
        Game g = new Game();
        g.playGame();
                            }
	}
}",,,,9,7,7,5,9,6,I cannot reproduce the issue,Yes,No,Yes,Since the given code fragment is too small and the error is given in that issue is compiler error rather than execution error which has been mentioned for that.,"import oracle.xdb.XMLType;
poxml = XMLType(rs.getOPAQUE(1));",,,,8,6,6,5,8,6,I cannot reproduce the issue,No,Yes,It may be missing some keywords or making a problems during building a doc file.,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,7,5,5,4,8,9,I cannot reproduce the issue,No,we know different devices have different paths so when the same code we will run in different machine it will create a problem so if we can manage to generate the file path dynamically then it might be solved the problem.,"import java.io.File;
public class Handler{
     public static void main(String []args){
       String basePath = new File("""").getAbsolutePath();
       File subDirectory = new File(basePath, ""src"");
       File subsubDirectory = new File(subDirectory, ""project1"");
       File fileInDirectory = new File(subsubDirectory, ""s1.wav"");
       MusicPlayer mp = new MusicPlayer(fileInDirectory.toString());
       mp.play();
     }
}",,,,8,7,9,8,9,6,Moderate,Blocker,Not a problem,Moderate,Severe,Moderate,No opinion,If we have a issue like class or interface method not found then we can to create that class but if we got some problem with missing important part of code then it is very difficult to predict something about the solutions in other case while external library will missing in some problem we can help- them to include that library but if the code fragment is too small then it is difficult to say something about that.,C3,C1,C4,"Need computers, online access, Java runtime environment, Java development kit, An IDE for compiling java code.",Disagree,Neutral,Agree,Neutral,Strongly agree,Agree
2020/07/11 9:32:12 AM CDT,I consent to participate in the study,Yes,2 or less,Student,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,No,"No, I did not find any issue.","As the above answer is no, there will be no code.",,,,7,6,8,8,7,5,I cannot reproduce the issue,Yes,Yes,No,No,"As the above answer is no.
Here will be no modification.",,,,8,7,6,9,8,5,I cannot reproduce the issue,No,Yes,No,There will be no modification ,,,,8,8,8,7,7,9,I cannot reproduce the issue,Yes,No,No modification ,,,,9,6,8,5,8,10,Moderate,Not a problem,Severe,Moderate,Moderate,Moderate,Not a problem,I have thought like this.,C1,C3,C2,Google,Strongly agree,Agree,Agree,Strongly agree,Neutral,Neutral
2020/07/12 4:52:25 AM CDT,I consent to participate in the study,Yes,2 or less,Software Developer,2 or less,2 or less,10-Jan,I cannot reproduce the issue,No,No,no,//,,,,10,1,7,10,10,7,I cannot reproduce the issue,Yes,Yes,Yes,no,poxml = XMLType(rs.getOPAQUE(1));,,,,10,1,8,10,10,7,I cannot reproduce the issue,Yes,Yes,no,//,,,,10,1,8,8,8,8,I cannot reproduce the issue,Yes,no,//,,,,7,8,8,8,8,8,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,//,C1,C2,C3,//,Agree,Agree,Agree,Agree,Agree,Agree
2020/07/17 12:38:35 AM CDT,I consent to participate in the study,Yes,11-Sep,Research engineer,11-Sep,6 or more,10-Jan,I cannot reproduce the issue,No,Yes,There should be trace log files. ,"public void restart(){
    Game g = new Game();
    g.loadTraceLog() //should be defined
    g.playGame();
}",,,,9,7,9,9,9,6,I can reproduce the issue,,,,,,No Action,No,NA,6,6,5,5,5,5,I can reproduce the issue,,,,,Debugging,No,NA,8,8,8,8,8,8,I can reproduce the issue,,,,"Object Creation, Identifier Declaration and Initialization",,na,5,5,5,5,5,5,Not a problem,No opinion,Not a problem,Moderate,Not a problem,Severe,Severe,NA,C1,C3,C4,IDE,Agree,Agree,Agree,Agree,Agree,Agree
2020/07/18 11:37:23 AM CDT,I consent to participate in the study,Yes,2 or less,Student,2 or less,05-Mar,20-Nov,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
    Game g = new Game();
    g.playGame();
}

public void playgame(){
   score s=new score();
    s.increase();
    s.decrease();
}",,,,6,5,6,7,7,6,I cannot reproduce the issue,No,Yes,Yes,,poxml = XMLType(rs.getOPAQUE(1));,,,,7,6,5,6,7,7,I cannot reproduce the issue,Yes,No,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,8,6,7,7,8,8,I cannot reproduce the issue,No,,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,6,5,5,8,7,1,Moderate,Blocker,Severe,Severe,Blocker,Blocker,Moderate,Too short code or database dependency can work as a real blocker as they require too much time and effort to resolve,C2,C5,C4,online ide support with required/most used libraries,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree
2020/07/19 6:02:39 AM CDT,I consent to participate in the study,Yes,14-Dec,Technical lead,14-Dec,6 or more,50+,I cannot reproduce the issue,Yes,Yes,"There was no class and parameters , therefore it was difficult to reproduce","public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
        restart();
     }
     // change the method signature to static
     public static void restart(){
         Game g = new Game();
         g.playGame();
     }
}

class Game {
    
    public void playGame(){
        //body of playGame ()
    }
}",,,,4,4,8,3,8,6,I cannot reproduce the issue,Yes,Yes,Yes,"There is no cotext in the code, I usually never answer such question as the aksing person does not what (s)he is looking for and without the contextual inforation, it is not possible to help. ","//it seems like the coder missed to convert rs to  OracleResultSet . 
// Due to unavailability of teh code , I am answering based on my guess.
OracleResultSet orset = (OracleResultSet) rs;
     if(orset.getOPAQUE(1) != null) {
     XMLType poxml = XMLType.createXML(orset.getOPAQUE(1));
  
     }",,,,7,5,8,2,8,8,I can reproduce the issue,,,,,"Exception Handling;Object Creation, Identifier Declaration and Initialization;Deletion of Redundant and Erroneous Statements;Code Migration;Debugging","Only two line and missed the method body . No information regarding exception handling , wrong usage of final and static . There was no body for getUserRestAuth() method  so need to remove that ","import java.io.File; 

public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
        restart();
     }
     // change the method signature to static
     public static void restart(){
         Game g = new Game();
         g.playGame();
     }
}

 public class Game {
    public Game(){
        
    }
    public void playGame(){
       final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
    }
}",8,3,9,2,7,6,I can reproduce the issue,,,,Exception Handling;Code Migration,,"Use getResourceAsStream instead of FileInputStream . 
InputStream in = <className>.class.getResourceAsStream(<relative path for resource>);",4,4,4,4,4,2,Blocker,Blocker,Blocker,Severe,Severe,Blocker,Severe,"For outdated code, it needs some time to revise the code but still do-able. But if the important part of the code is  missing and class interface or method are not there, it is practically impossible to answer. I would not waste my time for those questions personally. ",C5,C2,C1,"Code Editor capable of auto generating missing code based on sample code available online. A plugin for online editor. usually when answering stackoverflow, usually I use online editor. ",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
2020/07/23 11:59:17 PM CDT,I consent to participate in the study,Yes,15 or more,Postdoctoral Researcher,05-Mar,6 or more,20-Nov,I cannot reproduce the issue,Yes,Yes,,"public class Game{
    public Game(){
    }
     public static void main(String []args){
     }
     public void playGame(){
         
     }
     public void restart(){
        Game g = new Game();
        g.playGame();
    }

}",,,,7,7,8,6,7,8,I cannot reproduce the issue,Yes,Yes,Yes,,"import oracle.xdb.XMLType; 
public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
     }
     public void run(){
         Connection conn = DriverManager.getConnection(""jdbc:oracle:oci8:@"", ""scott"", ""tiger"");
         OraclePreparedStatement stmt = (OraclePreparedStatement)
        conn.prepareStatement(""select e.poDoc from po_xml_tab e""); 
          ResultSet rs = stmt.executeQuery(); 
          poxml = XMLType(rs.getOPAQUE(1));
     }
}",,,,9,8,8,6,7,9,I cannot reproduce the issue,Yes,Yes,,"import java.io.File;

public class Driver {

	public static void main(String[] args) {
		// TODO Auto-generated method stub

	}
	public void run() {
		final DocumentRegistryResource documentRegistryResource = 
	    RestClientFactory.getInstance().createDocumentRegistryResource(
			        getUserRestAuth());
		File importFile = new File(
			    this.getClass().getResource(""/documents-template-test.xml"").getFile());
	}

}
",,,,9,9,8,4,7,9,I cannot reproduce the issue,Yes,,"import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;
import javax.sound.sampled.AudioInputStream;
import sun.audio.AudioPlayer;  
import sun.audio.AudioStream;
public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,10,9,8,7,8,9,Blocker,Blocker,Severe,Severe,Severe,Severe,Blocker,"It wont be possible to run outdated code, thus I selected blocker.If the important of the code is missing, it would be very difficult to reproduce the code.",C2,C1,C3,The  tool can find me similar code that uses the constructs in the input. This can help us to get more information about the code. Another issue the tool can solve is to find the external libraries that are referennced in the code.,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree
2020/07/24 5:35:48 AM CDT,I consent to participate in the study,Yes,15 or more,Software Developer,15 or more,6 or more,21 - 30,I cannot reproduce the issue,No,No,,"public void restart(){
    Game g = new Game();
    g.playGame();
}",,,,2,2,2,2,2,8,I cannot reproduce the issue,Yes,Yes,Yes,,"ResultSet rs;
		String poxml = XMLType(rs.getOPAQUE(1));",,,,2,2,3,2,2,7,I cannot reproduce the issue,Yes,Yes,,"final DocumentRegistryResource documentRegistryResource = RestClientFactory.getInstance().createDocumentRegistryResource(getUserRestAuth());
		final File importFile = new File(this.getClass().getResource(""/documents-template-test.xml"").getFile());

		this.getClass().getResource(""/documents-template-test.xml"");",,,,2,2,2,2,2,8,I cannot reproduce the issue,No,I could not find the libs of the audiostream class,"import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;

public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,2,2,3,3,2,8,Moderate,Not a problem,Severe,Severe,Not a problem,Not a problem,Moderate,...,C3,C1,C2,"I just use Eclipse... the developer must inform the libs she is using when reporting the problem, and/or provide the full imports along with the question",Agree,Agree,Neutral,Neutral,Neutral,Agree
